istat_comune;comune;provincia;numero_comuni;popolazione;crt;cts;crd;ctr;csl;cc;ck;ctot
07008040;Perinaldo;Imperia;1;807;87,37;49,95;40,49;;34,27;23,68;18,53;254,29
07008041;Pietrabruna;Imperia;1;414;;42,12;;4,57;0,13;20,97;;80,84
07008042;Pieve di Teco;Imperia;1;1.307;18,86;34,20;77,51;;25,55;65,96;29,11;251,19
07008043;Pigna;Imperia;1;741;18,62;48,38;42,53;10,84;49,02;34,30;50,10;253,79
07008045;Pontedassio;Imperia;1;2.338;78,92;33,92;10,17;12,32;9,43;16,03;21,58;189,43
07008046;Pornassio;Imperia;1;649;23,31;16,48;120,41;;32,09;34,76;18,25;245,31
07008047;Prela;Imperia;1;479;89,10;26,98;118,68;4,12;25,10;40,52;16,45;320,95
07008048;Ranzo;Imperia;1;559;84,95;19,73;11,79;11,37;9,66;23,94;6,05;169,98
07008049;Rezzo;Imperia;1;313;32,15;17,50;126,38;;35,67;62,15;11,88;285,73
07008050;Riva Ligure;Imperia;1;2.787;18,57;29,32;90,79;;52,16;59,46;21,52;277,68
07008052;San Bartolomeo al Mare;Imperia;1;2.960;21,77;115,15;182,42;;70,66;47,11;95,12;568,83
07008053;San Biagio della Cima;Imperia;1;1.238;11,15;28,96;25,46;6,49;29,34;20,53;29,99;151,91
07008054;San Lorenzo al Mare;Imperia;1;1.215;55,43;26,44;182,79;38,89;69,39;25,23;50,86;457,47
07008055;Sanremo;Imperia;1;53.039;26,49;30,20;127,03;15,78;52,65;57,06;31,84;359,77
07008056;Santo Stefano al Mare;Imperia;1;2.004;52,12;30,65;118,08;39,61;36,31;77,80;3,54;358,11
07008057;Seborga;Imperia;1;278;5,09;48,48;91,61;24,54;77,94;72,89;34,02;354,58
07008058;Soldano;Imperia;1;974;14,17;34,21;31,58;10,63;29,13;30,14;36,86;186,72
07008059;Taggia;Imperia;1;13.766;25,11;27,77;97,26;19,38;53,60;22,38;17,81;277,81
07008060;Terzorio;Imperia;1;220;7,36;34,37;22,33;;62,70;112,85;3,25;242,85
07008061;Triora;Imperia;1;396;53,57;36,51;97,66;6,15;92,49;115,97;16,01;418,36
07008062;Vallebona;Imperia;1;1.207;3,61;68,50;24,40;2,24;16,44;39,05;40,58;194,82
07008063;Vallecrosia;Imperia;1;6.751;4,49;77,58;71,83;3,64;45,71;37,29;27,99;268,53
07008064;Vasia;Imperia;1;361;57,36;34,05;47,71;21,70;39,17;32,71;1,55;234,25
07008065;Ventimiglia;Imperia;1;22.927;6,88;74,29;107,78;13,74;28,31;37,43;35,38;304,23
07008066;Vessalico;Imperia;1;255;24,94;37,89;124,65;;12,96;39,12;16,62;256,18
07008067;Villa Faraldi;Imperia;1;448;12,45;30,79;104,75;;38,23;53,37;0,94;253,86
14094003;Bagnoli del Trigno;Isernia;1;621;32,89;21,10;68,65;;;31,13;2,22;157,13
14094006;Capracotta;Isernia;1;778;21,39;25,87;95,38;;24,94;46,05;10,85;224,77
14094007;Carovilli;Isernia;1;1.242;13,29;21,17;43,45;1,29;3,79;21,42;7,26;113,56
14094009;Castel del Giudice;Isernia;1;301;7,09;11,30;224,50;;;5,29;2,44;251,62
14094012;Castel San Vincenzo;Isernia;1;433;64,03;26,41;13,90;;0,54;60,77;23,16;188,81
14094011;Castelpizzuto;Isernia;1;129;67,75;34,95;;;;54,13;82,78;239,61
14094013;Castelverrino;Isernia;1;93;32,28;18,38;128,41;;4,98;24,45;5,35;213,85
14094014;Cerro al Volturno;Isernia;1;1.123;17,44;28,96;38,23;;2,77;24,30;7,44;120,33
14094015;Chiauci;Isernia;1;198;63,56;4,78;9,49;;;60,21;18,27;156,74
14094016;Civitanova del Sannio;Isernia;1;877;15,15;17,56;53,02;;2,97;15,11;3,37;109,23
14094019;Filignano;Isernia;1;561;11,02;19,16;47,45;;;20,63;28,58;128,39
14094023;Isernia;Isernia;1;20.731;18,87;26,02;27,31;;17,90;17,57;2,42;110,08
14094026;Macchiagodena;Isernia;1;1.626;23,35;19,28;14,76;;7,06;12,46;10,47;88,65
14094027;Miranda;Isernia;1;933;15,85;10,49;45,97;15,71;;35,52;16,95;140,50
14094028;Montaquila;Isernia;1;2.273;6,40;20,25;35,59;;2,31;19,76;13,60;99,08
14094032;Pescolanciano;Isernia;1;789;14,12;22,49;44,69;;11,27;12,88;5,18;112,62
14094034;Pettoranello del Molise;Isernia;1;445;23,22;21,06;40,13;;;44,35;3,13;134,23
14094035;Pietrabbondante;Isernia;1;597;28,07;8,65;17,18;2,71;22,64;36,33;20,99;137,26
14094041;Roccasicura;Isernia;1;476;45,31;4,89;9,72;;19,03;29,37;18,46;127,21
14094042;Rocchetta a Volturno;Isernia;1;1.062;15,84;3,66;27,82;3,47;44,95;36,40;10,56;142,70
14094044;Sant'Agapito;Isernia;1;1.352;;;54,68;9,97;18,86;21,54;;105,05
14094046;Sant'Angelo del Pesco;Isernia;1;322;86,96;;118,01;;;27,95;;232,92
14094047;Sant'Elena Sannita;Isernia;1;288;25,43;27,17;54,05;24,43;12,85;29,29;90,07;263,30
14094048;Scapoli;Isernia;1;588;21,91;26,31;18,60;;12,96;27,72;1,81;152,64
14094049;Sessano del Molise;Isernia;1;679;22,21;30,34;11,20;;6,64;11,51;40,75;123,01
14094051;Vastogirardi;Isernia;1;596;18,71;21,06;73,80;;;39,11;5,35;160,81
14094052;Venafro;Isernia;1;10.786;10,44;36,40;45,13;;13,26;24,97;2,16;135,48
07011001;Ameglia;La Spezia;1;4.302;17,43;23,37;115,76;39,57;69,08;94,80;74,69;434,71
07011004;Bolano;La Spezia;1;7.471;15,45;21,78;70,34;20,38;;20,46;8,61;158,63
07011005;Bonassola;La Spezia;1;778;50,85;55,86;239,02;34,50;138,67;57,07;23,85;599,82
07011006;Borghetto di Vara;La Spezia;1;879;56,26;21,78;;;3,42;24,48;11,22;122,00
07011009;Carro;La Spezia;1;483;31,79;20,86;149,05;14,45;;34,50;11,80;262,44
07011010;Carrodano;La Spezia;1;464;;25,82;135,33;49,23;;59,13;23,24;292,74
07011011;Castelnuovo Magra;La Spezia;1;8.260;14,56;20,11;71,87;22,25;1,48;19,57;13,34;169,64
07011012;Deiva Marina;La Spezia;1;1.288;136,60;68,82;144,04;39,86;15,50;48,26;40,73;493,81
07011013;Follo;La Spezia;1;6.098;11,09;10,25;67,11;25,67;16,05;25,56;20,94;176,66
07011014;Framura;La Spezia;1;562;124,40;38,74;239,05;38,83;14,63;110,09;32,26;597,99
07011015;La Spezia;La Spezia;1;92.715;21,14;20,96;75,92;28,90;40,62;40,00;22,89;250,43
07011016;Lerici;La Spezia;1;9.365;25,23;26,16;121,15;28,03;52,42;42,95;17,66;313,60
07011017;Levanto;La Spezia;1;5.109;36,99;54,80;89,01;26,08;86,12;30,79;11,99;335,79
07011020;Luni;La Spezia;1;8.106;16,79;10,62;77,81;21,45;3,05;21,08;16,43;167,23
07011018;Maissana;La Spezia;1;592;48,03;25,75;29,77;8,18;;61,54;6,72;179,99
07011019;Monterosso al Mare;La Spezia;1;1.317;342,60;38,27;362,46;34,89;20,59;116,45;11,77;927,05
07011021;Pignone;La Spezia;1;525;17,27;14,81;103,90;13,94;45,96;66,10;29,34;291,32
07011022;Portovenere;La Spezia;1;3.254;28,33;54,63;146,57;29,26;123,42;84,75;61,05;528,01
07011024;Riomaggiore;La Spezia;1;1.311;54,10;57,16;263,52;40,19;221,25;91,95;51,02;779,19
07011025;Rocchetta di Vara;La Spezia;1;647;92,73;23,33;67,99;13,36;12,76;44,96;4,80;259,92
07011026;Santo Stefano di Magra;La Spezia;1;10.116;11,37;17,35;59,09;26,93;2,57;50,48;39,86;207,64
07011027;Sarzana;La Spezia;1;21.774;24,62;39,74;100,54;28,64;21,89;36,39;27,39;279,22
07011028;Sesta Godano;La Spezia;1;1.262;21,69;19,57;105,52;12,83;;36,75;23,46;219,81
07011030;Vernazza;La Spezia;1;708;67,57;64,98;323,09;51,48;112,34;70,79;195,85;886,10
07011031;Vezzano Ligure;La Spezia;1;7.162;14,48;18,89;72,30;22,27;20,67;28,44;39,30;222,21
13066001;Acciano;L'Aquila;1;256;27,64;12,25;96,35;19,22;;32,63;16,18;204,26
13066002;Aielli;L'Aquila;1;1.372;32,98;29,53;44,80;12,51;;35,61;6,34;161,77
13066003;Alfedena;L'Aquila;1;926;34,26;21,91;40,77;24,53;22,60;29,13;10,16;191,75
13066004;Anversa degli Abruzzi;L'Aquila;1;309;15,17;12,36;119,37;28,97;;36,43;17,11;229,41
13066005;Ateleta;L'Aquila;1;1.101;16,37;5,52;73,47;15,13;10,95;44,25;22,68;188,37
13066006;Avezzano;L'Aquila;1;40.881;15,39;18,98;60,60;20,94;17,31;27,43;3,11;163,76
13066007;Balsorano;L'Aquila;1;3.251;10,23;12,70;53,33;17,51;;27,93;14,48;136,19
13066009;Barisciano;L'Aquila;1;1.660;16,44;6,63;60,79;15,98;;24,31;10,51;134,66
13066010;Barrea;L'Aquila;1;704;9,06;9,39;67,89;20,43;25,30;39,91;23,10;195,08
13066012;Bugnara;L'Aquila;1;1.010;19,98;9,68;67,55;16,34;0,09;19,79;13,14;146,56
13066013;Cagnano Amiterno;L'Aquila;1;1.106;22,90;19,38;82,78;5,18;;28,40;19,23;177,87
13066015;Campo di Giove;L'Aquila;1;746;14,08;18,63;119,65;32,20;;13,84;20,69;219,09
13066016;Campotosto;L'Aquila;1;459;60,07;69,48;61,22;6,10;;17,21;9,17;223,25
13066024;Carapelle Calvisio;L'Aquila;1;78;25,91;5,90;95,31;17,71;;30,06;16,06;190,95
13066025;Carsoli;L'Aquila;1;4.987;48,97;48,92;76,00;16,96;;46,51;2,10;239,46
13066026;Castel del Monte;L'Aquila;1;422;28,74;16,18;96,57;27,08;;32,59;17,94;219,10
13066030;Castelvecchio Calvisio;L'Aquila;1;120;15,67;7,05;103,66;19,93;;29,51;14,99;190,80
13066035;Civitella Alfedena;L'Aquila;1;294;22,54;14,19;161,34;28,47;;44,22;9,02;279,79
13066036;Civitella Roveto;L'Aquila;1;3.000;10,42;16,37;55,28;26,69;10,82;31,13;7,05;157,75
13066037;Cocullo;L'Aquila;1;211;18,44;7,23;153,55;17,21;;38,10;18,04;252,56
13066039;Collelongo;L'Aquila;1;1.073;10,27;16,29;75,63;0,79;6,54;34,86;20,20;164,58
13066040;Collepietro;L'Aquila;1;199;11,33;21,33;103,58;9,02;;15,73;17,02;178,01
13066042;Fagnano Alto;L'Aquila;1;349;25,85;5,59;107,36;14,99;;23,50;16,22;193,51
13066043;Fontecchio;L'Aquila;1;288;42,45;21,68;102,46;27,79;;33,84;19,35;247,57
13066044;Fossa;L'Aquila;1;653;18,57;6,02;79,53;17,75;;19,07;12,02;152,95
13066045;Gagliano Aterno;L'Aquila;1;224;18,05;10,55;82,50;20,17;;27,59;13,55;172,42
13066046;Gioia dei Marsi;L'Aquila;1;1.712;47,14;20,31;76,20;10,93;2,82;43,61;6,56;207,59
13066047;Goriano Sicoli;L'Aquila;1;516;19,59;7,27;36,31;18,46;22,23;29,47;15,05;148,38
13066048;Introdacqua;L'Aquila;1;1.979;14,98;6,43;60,92;15,45;0,07;33,58;10,59;142,01
13066052;Lucoli;L'Aquila;1;836;28,38;28,79;154,13;31,65;;51,61;21,05;315,61
13066053;Magliano de' Marsi;L'Aquila;1;3.484;27,55;15,40;61,99;17,78;24,60;14,34;7,81;169,47
13066054;Massa d'Albe;L'Aquila;1;1.351;48,04;40,33;76,50;11,08;;38,15;5,45;219,55
13066055;Molina Aterno;L'Aquila;1;344;11,75;6,25;61,93;17,51;;16,66;11,00;125,10
13066056;Montereale;L'Aquila;1;2.193;57,08;63,56;20,12;10,02;;27,77;9,14;187,69
13066057;Morino;L'Aquila;1;1.302;12,12;12,37;63,16;24,65;;37,18;13,36;162,85
13066058;Navelli;L'Aquila;1;566;9,83;5,05;61,95;13,21;;24,31;9,67;131,30
13066059;Ocre;L'Aquila;1;1.097;11,06;4,96;43,96;11,47;;15,79;7,56;94,80
13066060;Ofena;L'Aquila;1;435;20,53;8,33;82,71;16,29;;27,00;12,84;167,69
13066062;Oricola;L'Aquila;1;1.278;51,01;61,98;109,37;22,00;10,95;62,89;2,30;320,49
13066063;Ortona dei Marsi;L'Aquila;1;386;35,77;17,24;92,03;13,17;;71,82;20,26;250,29
13066066;Pacentro;L'Aquila;1;1.079;11,07;5,70;86,45;15,47;0,11;23,56;13,26;163,32
13066067;Pereto;L'Aquila;1;637;24,55;43,68;73,22;16,99;20,08;43,83;1,71;224,07
13066068;Pescasseroli;L'Aquila;1;2.083;14,07;57,61;68,71;27,66;31,13;87,81;27,12;315,66
13066069;Pescina;L'Aquila;1;3.668;10,65;30,29;53,24;7,65;19,51;19,21;19,39;159,94
13066070;Pescocostanzo;L'Aquila;1;1.086;45,06;1,68;45,62;80,05;45,29;88,50;3,61;309,81
13066072;Pizzoli;L'Aquila;1;4.322;2,03;17,48;28,19;5,11;;57,14;5,60;115,54
13066073;Poggio Picenze;L'Aquila;1;994;21,27;7,20;74,21;19,45;;21,99;11,85;155,97
13066075;Pratola Peligna;L'Aquila;1;7.009;8,93;6,53;47,96;19,26;25,75;37,26;1,76;147,46
13066076;Prezza;L'Aquila;1;847;11,98;6,53;53,09;17,05;;20,49;9,06;118,20
13066077;Raiano;L'Aquila;1;2.621;11,34;9,73;46,75;41,17;;23,68;10,04;142,71
13066080;Rocca di Botte;L'Aquila;1;856;36,42;35,81;73,98;19,10;;41,37;13,66;220,33
13066081;Rocca di Cambio;L'Aquila;1;504;35,37;36,78;192,75;46,38;165,15;72,93;61,14;610,49
13066082;Rocca di Mezzo;L'Aquila;1;1.360;33,17;36,39;180,96;55,23;82,38;51,54;37,67;480,63
13066084;Roccaraso;L'Aquila;1;1.485;10,64;28,99;166,67;58,33;52,54;55,69;84,31;457,19
13066085;San Benedetto dei Marsi;L'Aquila;1;3.695;;32,98;;11,29;35,59;9,46;1,65;90,97
13066087;San Demetrio ne' Vestini;L'Aquila;1;1.955;14,35;6,57;52,32;30,19;;20,73;11,36;137,02
13066088;San Pio delle Camere;L'Aquila;1;649;55,18;;28,51;7,75;12,74;52,02;15,66;171,86
13066092;San Vincenzo Valle Roveto;L'Aquila;1;2.076;12,01;15,54;62,58;18,34;16,59;32,54;6,64;164,24
13066091;Santo Stefano di Sessanio;L'Aquila;1;110;45,97;18,64;182,24;44,03;;63,04;29,83;383,74
13066093;Scanno;L'Aquila;1;1.695;14,88;7,59;72,61;23,53;;30,79;17,53;166,93
13066094;Scontrone;L'Aquila;1;538;18,80;7,14;71,30;17,01;;25,55;11,02;152,87
13066095;Scoppito;L'Aquila;1;3.791;20,26;9,71;59,22;13,36;;39,48;19,70;161,73
13066098;Sulmona;L'Aquila;1;21.944;12,16;10,40;67,85;23,98;27,15;11,65;15,46;168,65
13066099;Tagliacozzo;L'Aquila;1;6.431;14,46;24,33;75,35;28,37;23,95;47,51;36,94;250,91
13066101;Tornimparte;L'Aquila;1;2.765;16,58;5,33;69,56;11,00;;21,29;11,02;138,57
13066104;Villa Santa Lucia degli Abruzzi;L'Aquila;1;87;26,61;12,46;120,64;28,46;;33,06;19,07;240,30
13066105;Villa Sant'Angelo;L'Aquila;1;490;12,38;6,85;40,72;16,37;;16,24;8,21;100,76
13066103;Villalago;L'Aquila;1;501;20,17;11,21;29,09;51,02;;30,85;69,76;212,10
13066106;Villavallelonga;L'Aquila;1;825;11,38;17,80;93,30;0,60;7,96;34,38;19,25;184,67
12059001;Aprilia;Latina;1;74.572;16,49;16,79;66,56;27,10;15,14;22,20;11,96;176,25
12059002;Bassiano;Latina;1;1.430;29,47;27,98;68,94;13,18;35,74;11,05;2,54;188,90
12059003;Campodimele;Latina;1;564;23,46;72,68;36,05;;0,89;11,19;9,74;154,01
12059006;Cori;Latina;1;10.461;9,68;12,57;49,47;19,33;23,74;8,97;;175,59
12059007;Fondi;Latina;1;39.709;11,24;58,74;53,22;25,10;10,50;12,44;14,53;185,77
12059008;Formia;Latina;1;36.937;10,53;32,32;55,74;28,52;23,43;32,47;49,55;246,97
12059009;Gaeta;Latina;1;19.332;33,86;41,05;93,61;43,37;27,80;27,80;52,98;322,16
12059010;Itri;Latina;1;10.425;11,76;13,29;56,82;24,62;29,39;17,09;35,70;188,68
12059011;Latina;Latina;1;127.486;29,64;43,62;30,25;12,80;27,75;28,07;66,44;265,99
12059012;Lenola;Latina;1;4.066;21,44;22,84;53,76;22,74;0,74;4,14;16,97;142,62
12059013;Maenza;Latina;1;2.929;13,71;13,54;54,78;22,90;12,80;10,52;1,39;129,64
12059014;Minturno;Latina;1;20.276;27,76;93,37;39,69;13,62;17,97;31,33;38,43;268,31
12059015;Monte San Biagio;Latina;1;6.053;26,12;32,89;63,58;21,64;3,12;4,80;5,39;157,78
12059016;Norma;Latina;1;3.669;12,75;10,97;48,12;20,90;5,77;20,70;12,59;133,18
12059017;Pontinia;Latina;1;15.075;28,40;26,66;40,33;9,04;15,65;11,12;11,43;150,75
12059018;Ponza;Latina;1;3.287;81,16;85,35;67,57;7,25;54,31;166,75;27,96;494,37
12059019;Priverno;Latina;1;13.794;14,05;14,12;49,74;23,92;10,44;3,92;33,32;149,50
12059020;Prossedi;Latina;1;1.146;28,17;16,60;109,45;;22,68;11,22;1,08;189,20
12059022;Rocca Massima;Latina;1;1.081;55,63;34,95;;;44,64;86,60;17,62;239,44
12059021;Roccagorga;Latina;1;4.150;13,72;32,12;61,74;;10,78;11,46;2,93;132,75
12059023;Roccasecca dei Volsci;Latina;1;1.049;38,55;43,23;19,12;1,19;20,04;18,95;12,19;153,28
12059024;Sabaudia;Latina;1;19.415;15,07;28,89;55,92;29,17;29,74;40,87;10,20;218,33
12059026;Santi Cosma e Damiano;Latina;1;6.841;13,80;43,56;47,51;;0,38;10,98;20,82;137,05
12059028;Sezze;Latina;1;23.735;56,87;;42,58;;;12,45;1,93;113,84
12059029;Sonnino;Latina;1;7.367;15,78;11,42;63,11;2,33;2,94;30,27;10,36;136,21
12059031;Spigno Saturnia;Latina;1;2.869;12,04;26,19;58,41;;19,12;8,96;20,07;144,79
12059032;Terracina;Latina;1;44.651;16,97;;82,44;53,41;21,82;15,97;14,92;205,54
12059033;Ventotene;Latina;1;692;70,65;126,04;117,27;28,41;68,17;42,43;17,19;470,16
16075002;Alessano;Lecce;1;6.047;16,75;25,50;63,93;17,39;20,10;18,64;21,72;184,04
16075003;Alezio;Lecce;1;5.668;25,43;6,03;75,02;40,08;24,92;9,14;4,69;185,30
16075004;Alliste;Lecce;1;6.399;16,21;7,69;78,41;50,42;26,44;24,27;5,30;208,74
16075005;Andrano;Lecce;1;4.502;20,02;18,59;59,86;25,18;;;;123,65
16075006;Aradeo;Lecce;1;8.833;10,61;7,64;69,96;42,97;24,83;23,08;2,39;181,47
16075008;Bagnolo del Salento;Lecce;1;1.752;38,19;27,94;35,00;1,25;8,05;23,65;30,61;164,70
16075009;Botrugno;Lecce;1;2.621;15,30;20,36;65,71;37,42;9,64;37,34;13,56;199,31
16075010;Calimera;Lecce;1;6.701;20,47;11,15;39,21;28,61;23,09;31,66;7,25;161,43
16075011;Campi Salentina;Lecce;1;9.720;7,27;15,59;59,37;54,87;19,65;43,99;2,24;202,99
16075014;Carmiano;Lecce;1;11.652;15,07;8,55;75,49;43,57;26,93;8,62;1,67;179,90
16075015;Carpignano Salentino;Lecce;1;3.627;14,89;12,03;57,88;30,26;15,09;21,15;39,41;190,71
16075016;Casarano;Lecce;1;19.132;21,37;20,45;49,96;37,25;18,84;18,27;18,98;185,12
16075018;Castrignano de' Greci;Lecce;1;3.629;20,84;21,32;76,07;23,38;28,12;12,55;10,01;192,30
16075019;Castrignano del Capo;Lecce;1;5.077;25,01;27,26;99,91;22,36;41,43;22,28;53,39;294,82
16075096;Castro;Lecce;1;2.352;34,00;69,26;89,22;21,93;23,14;19,58;66,48;323,62
16075020;Cavallino;Lecce;1;12.913;18,98;13,90;35,70;30,88;9,87;27,82;28,43;165,59
16075021;Collepasso;Lecce;1;5.554;10,52;15,64;68,16;37,17;29,39;21,70;24,65;207,23
16075022;Copertino;Lecce;1;22.949;13,01;5,78;60,08;36,56;42,46;12,62;2,27;172,79
16075023;Corigliano d'Otranto;Lecce;1;5.609;11,48;31,89;48,79;16,48;22,96;11,39;17,79;160,79
16075024;Corsano;Lecce;1;5.108;14,28;18,29;52,68;15,29;23,05;18,25;17,81;159,65
16075025;Cursi;Lecce;1;3.837;14,91;17,97;57,81;20,46;10,39;19,35;21,31;162,20
16075027;Diso;Lecce;1;2.801;15,99;22,06;64,12;46,62;16,27;25,68;22,18;212,92
16075028;Gagliano del Capo;Lecce;1;4.853;14,81;20,69;53,25;18,04;22,20;19,71;28,41;184,56
16075029;Galatina;Lecce;1;25.511;14,55;6,33;70,06;42,82;35,76;9,76;33,39;212,68
16075030;Galatone;Lecce;1;14.878;11,87;9,84;63,78;32,30;33,55;24,59;23,30;199,23
16075031;Gallipoli;Lecce;1;19.112;24,06;15,14;108,53;59,59;71,23;38,72;77,58;397,80
16075032;Giuggianello;Lecce;1;1.128;18,48;15,29;63,62;20,19;10,00;19,17;11,98;158,74
16075035;Lecce;Lecce;1;94.434;18,73;8,12;49,77;55,26;41,68;49,58;64,06;302,94
16075036;Lequile;Lecce;1;8.603;18,89;2,16;50,63;36,66;29,78;10,16;6,95;155,23
16075037;Leverano;Lecce;1;13.474;14,46;4,97;72,31;34,84;18,21;171,35;2,02;318,16
16075038;Lizzanello;Lecce;1;11.746;16,78;26,14;31,28;7,64;9,55;24,91;59,14;175,44
16075040;Martano;Lecce;1;8.503;22,00;47,47;4,96;5,57;13,79;59,73;15,82;169,35
16075042;Matino;Lecce;1;10.868;10,95;8,46;50,42;36,95;20,66;30,81;9,30;167,54
16075045;Melpignano;Lecce;1;2.091;31,20;27,70;205,95;106,46;16,80;96,64;87,13;625,30
16075046;Miggiano;Lecce;1;3.233;30,98;21,46;49,32;17,82;37,91;25,77;12,40;195,67
16075048;Monteroni di Lecce;Lecce;1;13.233;11,47;9,19;57,37;39,79;15,90;26,68;3,97;164,38
16075049;Montesano Salentino;Lecce;1;2.598;17,87;6,84;20,66;33,85;15,63;45,94;16,42;157,21
16075050;Morciano di Leuca;Lecce;1;3.048;23,57;22,10;92,04;18,01;29,06;11,84;41,98;238,61
16075052;Nardo;Lecce;1;30.761;15,12;60,54;97,09;7,83;35,39;18,93;41,51;276,40
16075059;Parabita;Lecce;1;8.678;15,23;9,70;66,46;47,14;27,24;39,88;17,76;227,72
16075060;Patu;Lecce;1;1.654;25,85;38,13;97,06;37,66;39,18;18,69;15,57;286,60
16075098;Presicce-Acquarica;Lecce;1;9.215;22,14;19,73;55,42;32,56;20,76;21,61;10,66;182,87
16075063;Racale;Lecce;1;10.715;16,96;11,91;79,54;49,58;25,72;21,88;9,71;215,30
16075064;Ruffano;Lecce;1;9.291;35,26;20,19;38,65;16,17;20,39;5,72;14,01;160,29
16075065;Salice Salentino;Lecce;1;7.718;15,10;5,73;22,73;19,65;;2,13;67,07;132,40
16075066;Salve;Lecce;1;4.561;33,85;16,27;180,68;82,09;42,70;20,73;61,20;438,43
16075068;San Cesario di Lecce;Lecce;1;7.889;21,00;11,02;38,74;29,31;5,57;45,16;32,75;183,55
16075069;San Donato di Lecce;Lecce;1;5.414;16,83;8,36;31,16;32,37;17,91;46,91;10,08;163,61
16075071;San Pietro in Lama;Lecce;1;3.375;17,46;8,92;32,91;34,70;15,94;30,65;12,40;152,99
16075070;Sannicola;Lecce;1;5.557;17,70;19,94;95,41;34,81;33,35;21,92;23,12;246,26
16075074;Secli;Lecce;1;1.819;25,67;17,15;63,52;40,69;23,15;29,07;24,00;223,25
16075075;Sogliano Cavour;Lecce;1;3.855;13,82;20,38;74,36;23,78;;15,88;23,22;181,31
16075079;Squinzano;Lecce;1;13.377;5,30;9,44;42,16;54,92;13,64;42,51;32,87;201,79
16075084;Taurisano;Lecce;1;11.240;9,33;17,37;48,72;23,89;12,15;7,60;4,35;123,41
16075085;Taviano;Lecce;1;11.435;14,21;9,35;74,68;41,39;26,47;12,65;7,70;186,45
16075086;Tiggiano;Lecce;1;2.798;11,80;23,98;50,81;;25,16;26,51;10,31;148,57
16075088;Tricase;Lecce;1;16.998;16,73;25,91;65,18;16,95;18,76;13,17;33,19;189,88
16075090;Ugento;Lecce;1;11.998;;183,59;;99,86;7,12;15,73;13,74;324,70
16075092;Veglie;Lecce;1;13.215;15,66;22,33;78,86;34,81;21,08;14,98;5,04;192,78
03097001;Abbadia Lariana;Lecco;1;3.192;10,45;;29,87;45,92;10,79;10,77;15,79;123,59
03097002;Airuno;Lecco;1;2.932;10,68;;24,12;33,24;7,31;20,78;14,56;111,03
03097004;Ballabio;Lecco;1;4.205;8,15;;28,73;41,40;17,18;17,32;17,49;131,45
03097005;Barzago;Lecco;1;2.363;8,73;;30,26;44,68;17,21;21,49;25,90;148,27
03097006;Barzano;Lecco;1;5.035;13,21;;32,11;40,91;3,21;18,53;18,03;126,01
03097007;Barzio;Lecco;1;1.267;13,82;;54,38;81,23;47,27;35,46;36,94;269,09
03097009;Bosisio Parini;Lecco;1;3.256;12,61;;21,17;43,23;4,99;12,04;21,04;115,08
03097010;Brivio;Lecco;1;4.443;9,31;;29,00;30,33;22,30;21,70;22,55;137,66
03097011;Bulciago;Lecco;1;2.926;6,35;;23,42;37,38;17,63;22,46;18,94;126,19
03097012;Calco;Lecco;1;5.426;7,13;;24,64;43,18;2,58;22,68;18,80;119,02
03097013;Calolziocorte;Lecco;1;13.608;11,03;;26,43;36,34;17,15;10,92;25,66;127,53
03097014;Carenno;Lecco;1;1.391;15,91;;36,71;30,41;3,40;18,83;16,80;122,07
03097015;Casargo;Lecco;1;837;20,91;;29,70;89,84;31,91;29,51;43,07;254,06
03097016;Casatenovo;Lecco;1;13.280;7,94;;29,60;34,15;5,97;16,13;15,70;109,49
03097017;Cassago Brianza;Lecco;1;4.431;5,99;;20,77;38,44;9,24;10,82;11,16;96,43
03097018;Cassina Valsassina;Lecco;1;541;6,03;;31,38;40,30;61,68;38,94;12,03;190,36
03097019;Castello di Brianza;Lecco;1;2.618;8,49;;29,34;28,57;6,31;15,29;15,70;103,69
03097020;Cernusco Lombardone;Lecco;1;3.851;16,03;;37,39;39,00;10,54;7,52;22,38;132,86
03097021;Cesana Brianza;Lecco;1;2.343;8,25;;32,21;42,35;10,35;11,47;12,58;117,21
03097022;Civate;Lecco;1;3.706;5,91;;31,32;37,37;6,27;13,00;18,98;112,85
03097023;Colico;Lecco;1;8.170;13,63;;40,86;51,81;9,41;16,60;14,85;147,16
03097024;Colle Brianza;Lecco;1;1.821;5,79;;26,86;28,94;9,26;19,41;11,31;105,10
03097025;Cortenova;Lecco;1;1.154;19,30;;35,90;42,57;5,11;20,90;14,18;137,96
03097026;Costa Masnaga;Lecco;1;4.766;6,91;;26,15;37,55;2,13;30,00;22,89;125,62
03097027;Crandola Valsassina;Lecco;1;264;16,41;;23,42;56,88;;50,22;18,32;165,25
03097028;Cremella;Lecco;1;1.664;7,64;;33,36;33,92;13,64;18,92;12,09;119,58
03097029;Cremeno;Lecco;1;1.778;16,90;;36,81;50,33;49,21;22,40;21,98;197,63
03097030;Dervio;Lecco;1;2.564;16,71;;48,62;59,56;3,58;13,86;15,66;157,99
03097031;Dolzago;Lecco;1;2.559;6,62;;30,23;36,92;12,94;18,72;13,09;118,51
03097032;Dorio;Lecco;1;330;17,00;;58,23;54,23;11,83;44,98;3,37;189,65
03097033;Ello;Lecco;1;1.184;7,85;;41,57;35,86;30,59;30,27;12,70;158,84
03097034;Erve;Lecco;1;675;17,83;;44,86;25,03;1,12;22,83;15,88;127,55
